,GSM1437845,GSM1437886,GSM1437894,GSM1437898,GSM1437908,GSM1437910,GSM1437927,GSM1437937,GSM1437945,GSM1437952,GSM1437960,GSM1437968,GSM1437986,GSM1437992,GSM1438014,GSM1438022,GSM1438026,GSM1438028,GSM1438032,GSM1438042,GSM1438046,GSM1438048,GSM1438050,GSM1438054,GSM1438058,GSM1438060,GSM1438062,GSM1438074,GSM1438082,GSM1438120,GSM1438122,GSM1438124,GSM1438126,Tarca_879_P10G02,Tarca_911_P10G06,Tarca_910_P10F06,Tarca_168_P2H09,Tarca_190_P2F12,Tarca_166_P2F09,Tarca_211_P3C03,Tarca_208_P3H02,Tarca_813_P9E06,Tarca_065_P1F05,Tarca_053_P1E05,Tarca_770_P9B01,Tarca_261_P3E09,Tarca_259_P3C09,Tarca_030_P1C06,Tarca_018_P1B06,Tarca_314_P4B04,Tarca_337_P4A07
105375547_at,4.814117428,5.793473974,4.359060222,4.586217266,4.962198718,4.203704435,5.613745945,5.324727511,4.955515119,5.012010356,4.915792283,3.962104844,4.915380149,4.536292201,5.493714275,5.24174465,5.393540762,5.450371005,4.87218845,5.233475207,5.299532471,4.693252431,5.235583515,4.483502754,5.700324654,5.767037502,5.586814783,5.301882534,5.081482132,4.96079072,5.073917935,4.97530576,4.084996533,4.970159962,5.069200291,5.037056494,4.148252308,4.254240039,4.63149057,5.096098696,4.923604096,5.526315207,3.998351164,4.263395254,4.836524251,5.576489684,5.098024487,5.701148748,5.079492556,5.210340276,4.686251354
5274_at,4.307331413,3.325155578,4.743660038,2.75273189,3.384173258,3.905193169,3.872214908,3.702552442,4.124061121,3.269353612,4.068916025,3.246741913,3.423613714,3.650307923,3.358013675,3.883148043,3.628162543,2.793706013,4.293883255,3.635489667,4.002148302,3.870205042,3.975838481,4.015172303,2.81069806,3.902852483,3.781576957,3.905203399,3.63499984,3.445568958,4.189198151,3.500235689,4.15103621,3.725797906,3.980292528,4.048151148,3.89186184,3.889271203,4.036973006,3.953335593,3.586426915,4.026637836,3.568768578,3.966407625,3.990662854,3.882452233,4.135235844,3.898863221,3.9378361,3.600747831,3.89256828
319139_at,5.616807883,5.378810141,4.318385025,5.922007645,5.236607889,5.576474835,4.912568478,5.164073933,5.136625153,5.776118172,5.751860943,5.736262949,5.793687937,5.682213792,5.413828233,5.492963456,5.407425396,5.393815644,4.313152501,5.827816534,5.42921088,5.180343327,5.446958593,5.86726529,5.491799896,5.524873866,5.033544818,5.215190327,5.507237138,5.413405319,5.009757572,5.434094508,5.283491923,4.886108709,4.322000554,5.792816764,5.159926834,5.032998155,5.935206161,4.563761065,5.097402277,6.253127328,5.708081625,4.160908486,5.034310797,5.760329226,4.74129094,5.887524449,4.651516163,5.596137308,5.492891476
100499484_at,5.82124178,5.719079097,6.059746799,3.690297065,5.573027219,5.777371665,5.796845522,5.557420245,6.131525141,5.972207434,5.923385096,4.178381837,5.683101864,5.85447254,4.713243195,5.892400442,6.025188482,4.803769603,5.900606349,6.1127847,5.876075685,5.955265082,4.858273217,6.314485712,3.143458762,6.14135017,6.319310378,5.656374758,5.482877225,5.862891844,5.965536939,5.297142545,6.264355917,5.448800276,5.574189615,5.893405012,5.555528442,5.529970231,5.575056335,5.58883507,5.889960148,5.664148874,5.902448248,5.37327608,6.236712048,5.695703791,5.69080569,5.65594953,5.558554847,5.273365361,5.577307808
677806_at,7.666740537,9.070434646,9.181613957,8.318320218,8.569970956,9.200687,8.733590153,8.50080406,8.755174034,8.572024887,8.749458826,8.774781856,8.106639864,8.660498154,8.313791101,9.075596306,8.380065674,7.873625339,8.441595681,7.982579926,7.989162971,8.283181845,8.26749554,7.454743367,8.199837852,8.460083031,8.865062202,8.095590324,8.754962344,8.292503826,8.487396866,8.188324871,8.152059177,8.254411496,8.004487268,8.796404353,8.361333937,8.345080721,8.194087423,8.629401335,8.944829723,9.072972205,7.777087723,8.334034387,7.965253506,8.073586541,8.934625822,8.307823315,8.316548022,7.767340844,7.80621355
6884_at,4.945825689,2.025072072,4.82534331,3.41394364,3.838655822,4.891573591,4.220738081,3.091842973,4.635032761,4.01029696,4.087044213,3.800599613,3.540795052,4.268590667,4.432066466,4.550890791,4.770311437,2.667306875,3.416074866,4.547925554,4.224031821,4.824069632,4.289324535,4.818477769,4.114656643,4.337433134,4.487452776,4.17036096,4.043583848,5.0294529,5.000978962,4.602385493,4.568112722,4.423187303,4.392845402,4.502257715,4.127404892,4.50622207,4.289843521,4.419260954,4.285275845,4.867589951,4.239756092,4.490112667,4.50610916,4.430464937,4.421236918,4.266902927,4.234361449,4.176467963,4.40809635
107983976_at,2.884105916,2.335893109,4.268200731,3.235463021,2.755572442,3.563238415,3.512493464,2.475891577,2.723363689,3.973243835,4.243046108,2.521513118,2.641034971,3.072568262,3.013466291,3.878567008,4.269250783,2.922119493,2.441371609,2.357974323,2.951321066,2.576622934,3.132019509,2.696423859,2.624044824,4.65260228,2.890487792,2.393445389,2.6378903,2.829326861,2.760056898,3.413649393,2.673191735,2.867444041,2.931644003,2.884783482,3.310602177,2.786483376,3.314535987,2.831961591,2.811180281,2.873704009,2.643431394,3.159487215,2.979568588,3.046653293,2.972503021,2.787687927,3.067169748,3.049544618,2.83785476
341276_at,3.549757323,3.945036016,3.224495244,3.672715949,3.325473246,4.048421877,3.628568907,3.79132008,4.312422972,3.167816311,3.789675483,2.911856076,3.850842847,3.420859749,4.149364389,3.103230563,3.938214763,2.932471271,4.813691412,2.844791741,2.770438021,2.645736749,5.102472889,4.700532001,3.685999279,3.618730782,4.194584239,3.613183239,3.364516491,3.246972429,4.094801571,3.068268847,3.266115235,3.610148634,3.545215155,3.402773965,3.730870955,3.579294944,3.297695769,3.66061509,3.788176784,3.550983946,3.927956325,3.626730406,3.509866381,3.539747214,3.443316391,3.567732153,3.446115872,3.324442398,3.473740557
28719_at,9.882761917,9.622379142,10.21104833,9.440400897,10.23498534,10.21159834,9.632149714,9.900829225,10.23401903,8.565525754,9.695458961,9.341577269,9.877620879,9.943752574,9.508729256,10.34670806,9.522374018,9.789014179,10.32351004,9.895687516,10.24654052,10.06104829,9.720220281,9.823415169,9.803124735,9.632149714,10.58896687,9.791857131,9.678194558,9.890463555,10.65925023,9.962340074,9.546752673,9.900243946,9.768807051,9.711387955,9.220793549,9.919182528,9.538444154,9.893652123,9.589120736,9.238114689,9.698062676,10.03862297,10.65050734,10.38636891,10.22892787,9.35145515,9.07846429,9.748205918,10.10795896
643161_at,5.490891437,5.127059768,6.174868393,5.49677837,5.085894669,6.17275656,6.37008292,6.989352812,6.308335485,6.297402078,6.224892313,5.468956894,6.3631331,6.693787405,5.72907649,6.50382302,6.294134509,5.809030871,5.538332386,5.920152526,6.152215438,6.186353316,6.761128154,5.761668679,6.405540603,6.174654103,6.377728261,6.034284705,6.962382232,6.269653398,6.469760542,6.16174642,6.320726781,6.332517639,6.072437319,5.923387375,6.305630037,6.155492259,6.186547829,6.320256714,6.300031907,5.491135479,6.757881256,6.652566309,5.962781292,6.54695842,6.514357732,6.392294968,7.011858604,6.468491028,5.8783373
28601_at,7.333499307,6.923218754,7.486621491,6.933073326,7.444730444,6.806847916,6.638662814,6.889579782,7.229066798,6.209978954,6.981826642,6.659325788,7.199435222,7.597048573,7.238204931,7.625661855,7.061958634,6.787644397,7.452306342,7.037338024,7.099940098,7.147157687,6.86254626,7.023230766,6.51151038,7.298651697,6.992945638,6.996601441,7.391872589,7.365696844,7.353404859,7.304905109,6.887472092,6.893070496,7.061966409,6.985232546,6.943724188,6.689248207,6.978956791,7.646903303,7.488731085,7.002532391,7.039078605,7.045670644,7.347518388,7.318762939,7.362406535,6.993981604,6.481026914,7.122230117,7.424434235
6543_at,9.012000767,4.956673405,4.747729883,4.947642865,5.591186331,5.102890825,5.222428569,4.618258209,8.366355266,5.202951828,5.031175406,5.470309346,4.945745401,5.121411424,5.288327051,5.119360962,5.036822348,5.028791347,4.938137513,5.046726859,5.181496603,5.16112685,5.141191254,5.248144462,5.124955256,4.954185156,5.004275546,5.07305533,5.191409511,4.84000625,4.63024505,5.181297306,5.333339548,4.98872424,4.964710283,4.943331193,5.163911563,5.275741336,5.224352061,5.082799335,5.24231593,4.923877692,5.16388753,5.171875799,4.934655573,5.239973056,5.097384744,5.203028479,5.171943233,5.178874516,5.058530282
379006_at,3.704305477,3.935896885,2.749776282,4.02205575,4.25695022,3.979013199,2.452747982,2.894989732,2.883662092,3.423663468,4.440102622,3.947797398,2.720771327,3.912426799,3.831161471,3.343705831,4.44804382,4.225760191,2.356231772,3.578578556,4.057437572,3.212986826,4.705913853,2.870154597,3.344188488,4.010079569,4.069805018,4.589999167,3.549348062,3.373332247,3.382821415,4.106538047,4.135130901,3.394929862,3.683888054,3.398805698,3.892734979,3.555053482,4.079938998,3.84574054,3.506515103,3.298459664,3.711641705,3.333217045,3.432682984,4.042143241,3.552683617,3.36976716,3.723949798,3.840923542,3.874957702
101928635_at,5.587114319,6.487849983,5.593170732,5.339514478,5.352744372,5.718578613,5.979050711,5.204883706,5.697640362,5.794213019,6.397813966,6.789367952,5.402265338,6.315625406,4.876763991,4.68716932,5.548652481,5.568003301,4.968369813,5.138429809,4.99866267,5.919675084,5.745578798,5.801618161,5.598971323,5.456584772,5.286264741,5.397952982,5.932618019,5.465593391,4.686037849,5.221736885,4.951827808,4.806885013,4.916686345,5.314473837,5.68840304,5.584385748,5.890890688,5.092330423,5.065547839,5.142144065,5.21608566,4.620216941,5.718095375,4.872308905,4.467946208,5.207932342,5.406801567,5.142665342,5.106765328
221711_at,3.057679943,2.716618436,2.633259388,2.787415014,3.115690716,2.739539422,2.795739913,3.133525654,2.73251266,2.750950675,2.741454649,2.570755917,2.602376467,2.711628796,3.112663373,2.726490201,2.782220757,2.992080451,3.548868506,3.383558245,3.857302253,2.730426333,2.795407494,2.551755127,2.927851891,2.64030393,3.033484657,3.741869606,2.701430899,2.705410731,2.986134935,2.752906162,2.855433483,3.128599658,3.16179814,3.049783052,3.050741122,3.092155908,3.142001691,3.390979243,3.22925528,3.101582036,3.03231873,2.989871221,3.033104433,3.047207041,3.041357008,3.250749242,3.192995533,3.178843778,3.200817777
